English,Nagamese,,,,
"For if, while we were enemies, we were reconciled to God through the death of his Son, much more, after having been reconciled, will we be saved by his life. 11","Kilemane amikhan jitia Isor laga dushman khan thakise, titia Tai laga Chokra moribole dikena Isor pora Tai logot amikhan ke mil milap kori loise, etiya hoile, Tai logote mil milap kori luwa pichete, Tai laga jibon pora, aru bi poritran amikhan pabo. 11",,,,
"Not only this, but we also rejoice in God through our Lord Jesus Christ, through whom we now have received this reconciliation. 12","Itu he nohoi, Probhu Jisu Khrista dwara amikhan Isor logot te khushi ase kilemane Tai dwara, Isor logot te amikhan etiya mil milap kori loise. 12",,,,
"So then, as through one man sin entered into the world, in this way death entered through sin. And death spread to all people, because all sinned. 13","Itu karone, kineka manu ekjon pora prithibi te paap anise, aru paap pora mora anise, itu nisena mora to manukhan sob logote ahi jaise, kile mane sob pora paap korise. 13",,,,
"For until the law, sin was in the world, but there is no accounting for sin when there is no law. 14","Kilemane kanun nadiya age te, paap to prithibi te thakise, kintu kanun nathaka karone paap ke ginti koranai. 14",,,,
"Nevertheless, death reigned from Adam until Moses, even over those who did not sin like Adam's disobedience, who is a pattern of him who was to come. 15","Hoilebi, mora to Adam pora Moses tak raj korise, taikhan uporte bi kun khan Adam nisena kotha namana paap kora nai, aru kun he ekjon ahibole thaka laga noksa asele. 15",,,,
"But the gift is not like the trespass. For if by the trespass of one the many died, how much more did the grace of God and the gift by the grace of the one man, Jesus Christ, abound for the many! 16","Hoilebi uphar to kanun birodh te ja nisena nohoi. Kilekoile, jodi, ekjon manu pora birodh kora nimite bisi morise koile, kiman dangor Isor laga anugrah aru ekjon manu, Jisu Khrista, laga anugrah pora uphar aha kiman bisi manu pora paise! 16",,,,
"For the gift is not like the outcome of that one man's sin. The judgment followed one trespass and brought condemnation, but the gift followed many trespasses and brought justification. 17","Aru itu uphar to ekjon paap kora laga anjam nimite diya nohoi. Kilekoile, ekta galti kora pora bisar ahise aru bodnam bi anise, hoilebi uphar pora bisi galti kora pichete bi, aru eku galti nai koikena faisla hunai se. 17",,,,
"For if, by the trespass of the one, death ruled through the one, how much more will those who receive the abundance of grace and the gift of righteousness reign in life through the one, Jesus Christ. 18","Kilekoile jodi, ekjon manu laga galti nimite sob uporte mora pora raj kore, taikhan itu pora bi kiman dangor anugraha aru dharmikta laga inam pabo ekjon pora, kun Jisu Khrista ase. 18",,,,
"So then, as one trespass led to condemnation for all people, so also through the one act of righteousness came justification and life for all people. 19","Itu karone kineka ekjon laga paap pora sob manu uporte sajai anise, itu nisena he ekjon dharmik kaam pora sob manu karone jibon aru dharmikta anise. 19",,,,
"For as through the one man's disobedience the many were made sinners, even so through the obedience of the one will the many be made righteous. 20","Kilemane ekjon kotha namana pora kineka bisi manu ke paapi bonaise, itu nisena ekjon pora kotha mani luwa pora bisi manu dharmik bonai dise. 20",,,,
"But the law came in to increase the trespass. But where sin abounded, grace abounded even more. 21","Kintu kanun to paap bisi ulai dibole anise. Kintu kot te paap bisi ulai ase, Isor laga kripa aru bi bisi ulai ase. 21",,,,
"This happened so that, as sin reigned in death, even so grace might reign through righteousness for everlasting life through Jesus Christ our Lord. 1","Itu khan huwa karone to, jineka paap pora mora khan ke raaj kori se, itu nisena anugrah bi amikhan laga Probhu Jisu Khrista logote anonto jibon te raj koribo. 1",,,,
What then will we say? Should we continue in sin so that grace may abound? 2,Titia amikhan pora ki kobo? Anugrah bisi ulabo nimite paap te he thakibo naki? 2,,,,
"May it never be. We who died to sin, how can we still live in it? 3","Kitia bi itu hobo nadibi. Amikhan kun paap te mori jaise, kineka aru tate he thakibo? 3",,,,
Do you not know that as many as were baptized into Christ Jesus were baptized into his death? 4,Amikhan kun Jisu Khrista logot te baptizma loise itu khan sob Tai laga mrityu te bi baptizma loise eneka apnikhan najane naki? 4,,,,
"We were buried, then, with him through baptism into death. This happened in order that just as Christ was raised from the dead by the glory of the Father, so also we might walk in newness of life. 5","Itu karone, etiya to, mrityu te baptizma luwa dwara amikhan Tai logote mati bhitor te di dise. Aru itu pora he, jineka Baba Isor laga mohima pora Khrista mora pora jinda hoise, tineka amikhan bi notun jibon te berabo karone. 5",,,,
"For if we have become united with him in the likeness of his death, we will also be united with his resurrection. 6","Kilemane jodi Tai mora te amikhan bi Tai logote ekta hoikena morise koile, titia Tai jee utha te bi Tai nisena amikhan bi jinda hobo. 6",,,,
"We know this, that our old man was crucified with him in order that the body of sin might be destroyed. This happened so that we should no longer be enslaved to sin. 7","Amikhan itu jani ase, amikhan bhitorte thaka purana manu to Tai logote krus te morai dise, titia hoile he paap laga gaw to khotom hobo. Eneka hoile he amikhan paap laga sewak aru nahobo nimite. 7",,,,
He who has died is declared righteous with respect to sin. 8,Kilemane kun morise tai paap pora mukti paise aru tai dharmik hoise eneka koi. 8,,,,
"But if we have died with Christ, we believe that we will also live together with him. 9","Kintu jodi amikhan Khrista logot morise koile, Tai logot te amikhan bi jinda thaki bo. 9",,,,
"We know that since Christ has been raised from the dead, he cannot die again; death no longer rules over him. 10","Amikhan jani ase Khrista ke mora pora uthai dise, Tai aru bi namoribo; mrityu to Tai uporte adhikar nathaka hoise. 10",,,,
"For in regard to the death that he died to sin, he died once for all. However, the life that he lives, he lives for God. 11","Kilemane Tai kineka mrityu te morise, itu mrityu dwara itu paap ke ekbar te hodai nimite morise. Kintu ki jibon te Tai jinda ase, itu to Isor nimite he ase. 11",,,,
"In the same way, you also must consider yourselves to be dead to sin, but alive to God in Christ Jesus. 12","Itu nisena he, apni bi nijor pora paap te morise, kintu Jisu Khrista dwara Isor logote jinda ase eneka mani lobo lage. 12",,,,
Therefore do not let sin rule in your mortal body so that you obey its lusts. 13,Itu karone paap laga itcha ki ase itu mani kena paap pora apni moribole laga gaw te hukum chola bo nadibi. 13,,,,
"Do not present your members to sin, to be tools used for unrighteousness. But present yourselves to God as those who have been brought from death to life, and present your members to God as tools to be used for righteousness. 14",Apni laga gaw te alag-alag bhag to paap logote adharmik kaam koribo nimite hathiar nisena nadibi. Kintu mora pora jinda kora manu nisena apni nijor pora Isor logote di dibi aru apni laga gaw bhag to Tai hath te dharmik kaam nimite hathiar ekta nisena chola bole dibi. 14,,,,
"Do not allow sin to rule over you. For you are not under law, but under grace. 15","Aru paap ke apni uporte hukum chola bole nadibi. Kilemane etiya to apnikhan kanun pora nohoi, kintu anugrah pora thaki ase. 15",,,,
"What then? Are we to sin because we are not under law, but under grace? May it never be. 16",Tinehoile ki hobo? Amikhan kanun te nohoi kena anugrah te thaka karone aru paap to kori thakibo naki? Kitia bi eneka hobo nadibi. 16,,,,
"Do you not know that if you present yourselves as slaves, you are slaves to the one whom you obey? You are either slaves to sin, which leads to death, or slaves to obedience, which leads to righteousness. 17","Apni najane naki jodi kunba manu laga agya mani kena sewak hobole apni nijor ke di dile, apni kun laga kotha huni ase, apni tai laga sewak nohoi? Itu hosa ase, jodi apni paap laga sewak ase ki pora mora te loijai, nohoile kotha mani luwa laga sewak ase juntu pora dharmik hobole di ase, hoilebi apni kun laga agya mani ase tai laga sewak ase. 17",,,,
"But thanks be to God! For you were slaves of sin, but you have obeyed from the heart the pattern of teaching that you were given. 18","Kintu Isor ke dhanyabad di ase! Kilemane ek bar paap laga sewak hoi thakise, kintu apnikhan etiya to mon sob pora kotha mani loi kena ki bhal agya sikhai dise tate thik thaki ase. 18",,,,
"You have been made free from sin, and you have been made slaves of righteousness. 19",Aru paap pora mukti pa-a nisena thik dharmikta laga sewak khan ase. 19,,,,
"I speak like a man because of the weakness of your flesh. For just as you presented your members as slaves to uncleanness and to lawlessness, resulting in more lawlessness, in the same way, now present your members as slaves to righteousness for sanctification. 20","Moi manu hisab te he kotha koi ase kilemane apni khan bujhi bole komjur ase. Kilemane jineka apnikhan poila te kanun namana laga sewak hoikena thakise, aru bisi biya hoijai thakise, thik itu nisena, etiya to apni laga gaw to dharmikta laga sewak hobole dibi, itu pora gaw to pobitro hoija bo. 20",,,,
"For when you were slaves of sin, you were free from righteousness. 21",Kitia apnikhan paap laga sewak thakise titia dharmikta apni khan logote thaka nai. 21,,,,
"At that time, what fruit then did you have of the things of which you are now ashamed? For the outcome of those things is death. 22","Kintu itu somoi te, apnikhan pora ki phol paise itu khan nimite etiya to apni khan sorom kori ase? Kilemane itu khan jinis pora to khali mrityu he ani diye. 22",,,,
"But now that you have been made free from sin and are enslaved to God, you have your fruit for sanctification. The result is eternal life. 23","Kintu etiya to apnikhan paap pora mukti paise aru Isor laga sewak hoi jaise, itu laga phol to hoile apnikhan ke bisi pobitro bonabole laga ase aru itu pora anonto jibon pabo. 23",,,,
"For the wages of sin are death, but the gift of God is eternal life in Christ Jesus our Lord. 1","Kilemane paap laga daam to mrityu ase, kintu Isor pora diya inam to hoile Probhu Jisu Khrista te anonto jibon ase. 1",,,,
"Or do you not know, brothers (for I am speaking to people who know about law), that the law rules over a person for whatever time he lives? 2","Nohoile bhai khan, apni khan pora najane naki (kilemane kun kanun jani kena ase taikhan logote moi koi ase), ekjon manu jinda thaka tak kanun pora tai ke bandi kena thake? 2",,,,
"For the married woman is bound by law to the husband while he lives, but if the husband dies, she is released from the law of marriage. 3","Kilemane, ekjon shadi korikena thaka maiki to tai laga mota jinda thaka tak tai laga kanun hisab te thake, kintu jodi tai laga mota mori jai, titia tai shadi kori kena thaka kanun pora ajad hoi jai. 3",,,,
"So then, while her husband is living, if she lives with another man, she will be called an adulteress. But if the husband dies, she is free from the law, so she is not an adulteress if she lives with another man. 4","Thik itu nisena, jodi tai mota jinda thaki kena, dusra ekjon logot thaki jaile tai ke bebichari eneka kobo. Kintu jodi tailaga mota mori jai, tai kanun pora ajadi paise aru itu pichete, jodi tai dusra mota logot shadi korile bi, tai bebichar nohoi. 4",,,,
"Therefore, my brothers, you were also made dead to the law through the body of Christ. This is so that you could be joined to another, that is, to him who was raised from the dead, in order that we might produce fruit for God. 5","Itu nisena, moi laga bhai khan, apni khan ke bi Khrista laga gaw dwara kanun te mori jaise. Itu huwa pora, Tai kun ke mora pora jinda hoise, Tai logot te amikhan ekjon-ekjon milai loikena, amikhan Isor nimite phol dhoribo karone ase. 5",,,,
"For when we were in the flesh, the sinful passions, aroused by the law, were at work our members to bear fruit for death. 6","Kilemane kitia amikhan gaw mangso te thakise, kanun pora amikhan paap laga itcha to uthaidi kena, amikhan laga gaw alag-alag bhag te kaam kori thakise aru itu pora mora laga phol dhuri thakise. 6",,,,
"But now we have been released from the law. We have died to that by which we were bound. This is so that we might serve in newness of the Spirit, and not in oldness of the letter. 7","Kintu ki pora amikhan ke dhuri kena aru bandhi kena thakise amikhan itu kanun pora etiya mukti paise. Itu nimite likhi thaka purana kanun pora nohoi, kintu Atma laga notun jibon te amikhan sewa kori bo nimite. 7",,,,
"What will we say then? Is the law itself sin? May it never be. However, I would never have known sin, if it were not through the law. For I would not have known covetousness unless the law said, ""You must not covet."" 8","Tinehoile etiya amikhan pora ki kobo? Kanun to paap ase naki? Kitia bi nohobi. Hoilebi, jodi itu kanun pora nohoi koile, moi paap to najani bole thakise. Kilemane kanun pora “Apni lalos nakuribo” eneka likhi nai koile, moi lalos kora ki ase najani bole ase. 8",,,,
"But sin took the opportunity through the commandment and brought about every coveting in me. For without the law, sin is dead. 9","Kintu paap pora hukum kotha ki ase itu loikena moike bisi lalos koribole dise. Kilemane, kanun nathakile, paap nijor to mori kena he ase. 9",,,,
"At one time I was alive without the law, but when the commandment came, sin regained life, and I died. 10","Moi kanun nathaka age te ekbar to jinda thakise, kintu kitia hukum ahise, paap to arubi jinda hoise, 10",,,,
The commandment that was to bring life turned out to be death for me. 11,"aru moi mori se. Juntu hukum hisab te jibon anibole kotha thaki sele, utu to ulta, moi nimite, mora he anise. 11",,,,
For sin took the opportunity through the commandment and deceived me. Through the commandment it killed me. 12,Kilemane paap pora itu hukum to loikena moike thogai se. Aru hukum dwara moi ke morai dise. 12,,,,
"So the law is holy, and the commandment is holy, righteous, and good. 13","Itu karone kanun to pobitro ase, aru hukum to pobitro ase, aru dharmik aru bhal ase. 13",,,,
"So did what is good become death to me? May it never be. But sin, in order that it might be shown to be sin, brought about death in me through what was good, and through the commandment sin might become sinful beyond measure. 14","Tinehoile, ki bhal ase itu pora he moike mrityu ani dise naki? Eneka hobo nadibi. Kintu itu paap pora, ki bhal ase itu loikena moike morai dibole thakise. Titia hoile he paap to paap ase eneka janibo, aru paap to bisi biya ase eneka hukum pora dikhai dibo nimite thakise. 14",,,,
"For we know that the law is spiritual, but I am of the flesh. I have been sold under slavery to sin. 15","Kilemane amikhan jana to kanun to atmik ase, kintu moi gaw mangso laga ase. Aru moi ke paap laga sewkai te bikiri korise. 15",,,,
"For what I do, I do not really understand. For what I want to do, I do not do, and what I hate, I do. 16","Nijor pora ki kaam kore, moi bujhi bo napare. Kilemane moi ki itcha ase, itu moi nakore. Kintu ki moi ghin kore, itu he moi kori thake. 16",,,,
"But if I do what I do not want, I agree with the law that the law is good. 17","Jodi moi ki bhal napai itu he kori thake, titia kanun to bhal ase eneka moi nijor pora kanun kowa maniloi ase. 17",,,,
"But now it is no longer I who do it, but the sin that lives in me. 18","Itu karone ki kori ase itu etiya moi nohoi, kintu moi logote jivit thaka paap pora he ase. 18",,,,
"For I know that in me, that is in my flesh, lives no good thing. For the desire for good is with me, but I cannot do it. 19","Kilemane moi laga gaw mangso logot te thaka to bhal eku nai, itu moi jani ase. Kilemane ki hosa ase itu koribole moi itcha ase kintu itu kori lobole takot he nai. 19",,,,
"For the good that I want, I do not do, but the evil that I do not want, that I do. 20","Kilemane bhal kaam ki moi koribole itcha ase, itu nakore, kintu ki paap moi koribole mon nai, itu he moi kori thake. 20",,,,
"Now if I do what I do not want to do, then it is no longer I who am acting, but rather sin that lives in me. 21","Etiya jodi moi kori bole mon nathaka kori ase koile, itu moi nohoi, kintu moi logot te jivit thaka paap pora he kori ase. 21",,,,
"So, I find this law: When I want to do good, evil is present with me. 22","Itu hoile, moi bujhi pai ase, moi bhal kaam to kori bole itcha ase, kintu utu paap moi logote ase. 22",,,,
For I rejoice in the law of God with my inner person. 23,Kilemane moi laga mon bhitor te thaka manu pora Isor laga kanun te khushi pai. 23,,,,
But I see a different law in my members. It fights against that new law in my mind. It takes me captive by the law of sin that is in my members. 24,Kintu dusra kanun ekjon pora moi laga gaw laga alag-alag bhag te ase. Itu pora moi laga bhabona logote lorai kori ase. Moi laga gaw laga bhag te thaka paap laga kanun pora moi ke bandi kena rakhe. 24,,,,
I am a miserable man! Who will deliver me from this body of death? 25,Moi kiman dukh manu ase! Kun pora moi ke itu moribole laga gaw pora bachai dibo? 25,,,,
"But thanks be to God through Jesus Christ our Lord! So then, I myself serve the law of God with my mind. However, with the flesh I serve the law of sin. 1","Kintu Probhu Jisu Khrista dwara Isor ke dhanyabad diya ase! Itu karone, etiya moi nijor mon pora Isor ke sewa kori ase. Kintu, moi laga gaw, juntu mangso te ase, itu pora he paap laga kanun cholai ase. 1",,,,
There is therefore now no condemnation for those who are in Christ Jesus. 2,Itu karone etiya kun Jisu Khrista te ase taikhan karone ninda kora eku nai. 2,,,,
For the law of the Spirit of life in Christ Jesus has set you free from the law of sin and death. 3,"Kilemane Jisu Khrista dwara, Jibon diya laga Atma laga kanun pora apni khan ke paap aru mora laga kanun pora mukti di dise. 3",,,,
"For what the law was unable to do because it was weak through the flesh, God did. He sent his own Son in the likeness of sinful flesh to be an offering for sin, and he condemned sin in the flesh. 4","Kilemane komjur te ki kanun kori bole para nai, itu Isor pora korise. Tai nijor Chokra ke paap nimite boli koribole, pura paap laga gaw mangso nisena koikena pathaise, aru etiya Tai pora paap aru gaw mangso ke ninda koridise. 4",,,,
"He did this in order that the requirements of the law might be fulfilled in us, we who walk not according to the flesh, but according to the Spirit. 5","Titia he kanun pora ki dorkar ase, itu amikhan logote pura hobo, kilekoile amikhan gaw mangso hisab te naberai, kintu Atma hisab te he berai. 5",,,,
"Those who live according to the flesh set their minds on the things of the flesh, but those who live according to the Spirit set their minds on the things of the Spirit. 6","Kilemane kun gaw mangso hisab te he thaki ase taikhan gaw mangso laga jinis te he mon rakhi ase, kintu kun Atma hisab te thaki ase taikhan laga mon bi Atma laga jinis te he rakhi ase. 6",,,,
"For the mind set on the flesh is death, but the mind set on the Spirit is life and peace. 7","Gaw mangso te mon rakha to mora ase, kintu Atma te mon rakha to jibon aru shanti ase. 7",,,,
"The mind set on the flesh is hostile toward God, for it does not submit to God's law, nor is it able to do so. 8","Kilemane gaw mangso te mon rakha to Isor logot te dushman ase, itu Isor laga kanun te nathake, kilemane itu thakibo napare. 8",,,,
Those who are in the flesh cannot please God. 9,Kintu kun gaw mangso te ase taikhan pora Isor ke khushi kori dibo napare. 9,,,,
"However, you are not in the flesh but in the Spirit, if indeed God's Spirit lives in you. But if anyone does not have the Spirit of Christ, he does not belong to him. 10","Kintu eneka hoile bi jodi Isor laga Atma apnikhan logot thaki ase, titia apni khan gaw mangso te nohoi, kintu Atma te ase. Kintu jodi kunba logot Khrista laga Atma nai, titia tai Khrista laga nohoi. 10",,,,
"If Christ is in you, the body is dead with respect to sin, but the spirit is alive with respect to righteousness. 11","Kintu jodi Khrista apni logot te thake, paap nimite gaw mangso to mori thakilebi, dharmikta nimite atma to jinda thaki ase. 11",,,,
"If the Spirit of him who raised Jesus from the dead lives in you, he who raised Christ from the dead will give life also to your mortal bodies through his Spirit, who lives in you. 12","Jodi Jisu ke punoruthan kori diya Atma to apnikhan logote jivit thaki ase, titia kun pora Jisu Khrista ke punoruthan kori dise, Tai pora apni khan laga mori bole thaka gaw te bi apnikhan logote thaka Tai laga Atma dwara jibon dibo. 12",,,,
"So then, brothers, we are debtors, but not to the flesh to live according to the flesh. 13","Itu karone, bhaikhan, gaw mangso laga itcha hisab te thaki bole amikhan itu laga dhaar luwa manu nohoi. 13",,,,
"For if you live according to the flesh, you are about to die, but if by the Spirit you put to death the body's actions, you will live. 14","Kilemane jodi apni gaw mangso hisab te thaki ase koile, apni moribole ase, kintu jodi Atma hisab te thaki ase, titia gaw mangso laga kaam sob morai di ase aru apni jinda thakibo. 14",,,,
"For as many as are led by the Spirit of God, these are sons of God. 15","Kilemane kun Isor laga Atma pora cholai ase, taikhan sob Isor laga bacha khan ase. 15",,,,
"You did not receive a spirit of slavery so that you live in fear again; but you received the Spirit of adoption, by which we cry, ""Abba, Father!"" 16","Kilemane apnikhan bhoi te giri jabole sewkai laga atma luwa nai; kintu apni khan bacha laga Atma loise, kun dwara amikhan pora koi, “Abba!” 16",,,,
The Spirit himself bears witness with our spirit that we are children of God. 17,Atma nijor pora he amikhan laga atma logot Isor laga bacha khan ase eneka sakhi di ase. 17,,,,
"If we are children, then we are also heirs, heirs of God. And we are joint heirs with Christ, if indeed we suffer with him so that we may also be glorified with him. 18","Aru jodi amikhan bacha khan ase, tinehoile amikhan bi Isor laga uttoradhikari khan ase. Aru amikhan mili kena Khrista logote uttoradhikari khan ase, jodi amikhan Tai logote dukh pai, eneka hoile amikhan bi Tai laga mohima te hisa hobo. 18",,,,
For I consider that the sufferings of this present time are not worthy to be compared with the glory that will be revealed to us. 19,Kilemane amikhan ke dibole thaka mohima to etiya thaka kosto logote tulona koribole eku nai. 19,,,,
For the eager expectation of the creation waits for the revealing of the sons of God. 20,Kilemane sob sristi to Isor laga bacha khan ke dikhibo laga ekdom rukhibo napara hoise. 20,,,,
"For the creation was subjected to futility, not of its own will, but because of him who subjected it, in hope 21","Sob sristi to misa misi thakibo diya nisena he hoise, taikhan laga khushi pora nohoi, kun he taikhan ke eneka rakhi dise, ekta asha karone. 21",,,,
"that the creation itself will be delivered from slavery to decay, and that it will be brought into the freedom of the glory of the children of God. 22",Titia sristi laga jinis khan bi puchija te bandi thaka pora khuli kena Isor laga bacha khan laga mohima te mukti pabo. 22,,,,
For we know that the whole creation groans and labors in pain together even now. 23,Kilemane pura sristi eke logote bacha jonom dibole dukh pa-a nisena etiya tak bikhai ase. 23,,,,
"Not only that, but even we ourselves, who have the firstfruits of the Spirit, groan inwardly, as we wait eagerly for our adoption, the redemption of our body. 24","Aru sristi khan ekla nohoi, kintu amikhan kun Atma laga prothom phol hoi jaise- amikhan nijor bi pali luwa khan hobole nimite bisi itcha hoikena dukh te rukhi ase, itu amikhan laga gaw mangso pora mukti pabo nimite. 24",,,,
For in this hope we were saved. Now hope that is seen is not hope. For who hopes for what he can see? 25,Kilemane itu asha te he amikhan ke bachai loise. Etiya asha ki dikhibo pare itu to asha nohoi. Kilemane ki dikhi ase tate kun pora asha koribo? 25,,,,
"But if we hope for what we do not see, we wait for it with patience. 26","Kintu jodi amikhan pora ki nadikhe itu karone asha korile, itu karone amikhan pora dhorjo korikena rukhi thake. 26",,,,
"In the same way, the Spirit also helps in our weakness. For we do not know how we should pray, but the Spirit himself intercedes for us with inexpressible groans. 27","Kintu itu nisena he, Atma pora amikhan komjur te modot kore. Kilemane ki nimite prathana koribo itu amikhan pora najane, kintu Atma nijor pora kobo napara kotha pora Isor usorte amikhan karone mangi di thake. 27",,,,
"He who searches out the hearts knows the mind of the Spirit, because he intercedes on behalf of God's holy people according to the will of God. 28","Kintu kun pora mon bisari ase tai pora he Atma laga mon bi jani ase, kilemane Atma pora pobitro manu khan nimite Isor itcha thik te anurodh kori ase. 28",,,,
"We know that for those who love God, he works all things together for good,  for those who are called according to his purpose. 29","Aru kun pora Isor ke morom kore, kun Tai laga udesh kaam ekta te mati kena ase, itu khan nimite Isor pora sob jinis to bhal ekta ulabo nimite kori diye, eneka amikhan pora jani ase. 29",,,,
"Because those whom he foreknew he also predestined to be conformed to the image of his Son, that he might be the firstborn among many brothers. 30","Kilemane age pora kun Tai jani thakise, Tai chokra nisena hobole basi loise, taikhan ke mati loise titia bhai khan sob majot te tai he prothom jonom huwa hobo. 30",,,,
"Those whom he predestined, these he also called. Those whom he called, these he also justified. Those whom he justified, these he also glorified. 31","Aru Tai pora kun khan ke age pora basi loise, taikhan ke mati loise. Aru Tai pora kun khan ke mati loise taikhan ke thik hobo dise. Aru kun ke thik hobo dise, taikhan ke mohima bi koridise. 31",,,,
"What, therefore, can we say about these things? If God is for us, who is against us? 32","Tinehoile itu jinis sob nimite amikhan pora ki kobo? Jodi Isor amikhan phale ase koile, kun pora amikhan logot birodh te ase? 32",,,,
"He who did not spare his own Son but delivered him up on behalf of us all, how will he not also with him freely give us all things? 33","Tai jun pora Tai nijor bacha ke bi nachari kena ami khan sob karone bolidan dibole nimite pathai se, tinehoile tailaga sob jinis amikhan eku daam natirai kena nadibo? 33",,,,
Who will bring any accusation against God's chosen ones? God is the one who justifies. 34,Jun manu pora Isor basi luwa manukhan ke ninda koribole paribo? Isor he taikhan ke bisar koribo. 34,,,,
"Who is the one who condemns? Christ Jesus is the one who died—more than that, who was raised—who is at the right hand of God, and who also is interceding for us. 35","Kun pora doshi dibo paribo? Jisu Khrista ase mori ja to- hoilebi itu pora bi dangor to, mora pora jinda hoi kena- Isor laga dyna phale bohikena, amikhan nimite prathana kori ase. 35",,,,
"Who will separate us from the love of Christ? Tribulation, or distress, or persecution, or hunger, or nakedness, or danger, or sword? 36","Kun he Khrista laga morom para amikhan ke alag koribo pare? Dukh khan pora naki, nahoile kosto, na bhuk, na dukh, na maribole bhoi naakal, nahoile talwar? 36",,,,
"Just as it is written, ""For your benefit we are killed all day long. We were considered as sheep for the slaughter."" 37","Eneka likha thaka nisena, “Apni khan nimite amikhan hodai din somoi sob te morai ase. Mer khan kati bole loija nisena he amikhan ke loijai ase.” 37",,,,
In all these things we are more than conquerors through the one who loved us. 38,Kintu itu jinis sob te kun pora amikhan ke morom kore Tai dwara amikhan jiti ase. 38,,,,
"For I have been convinced that neither death, nor life, nor angels, nor governments, nor things present, nor things to come, nor powers, 39","Kilemane moi thik jani ase, mora hoilebi jinda hoilebi, sorgo duth hoilebi, sorkar-raj hoilebi, etiya thaka jinis khan hoilebi, ahi thaka jinis khan hoilebi, takot khan hoilebi, 39",,,,
"nor height, nor depth, nor any other created thing, will be able to separate us from the love of God, which is in Christ Jesus our Lord. 1","untcha hoilebi, niche hoilebi, sristi kora sob te, eku pora bi Jisu Khrista te Isor laga morom pora amikhan ke alag koribo naparibo. 1",,,,
"I tell the truth in Christ. I do not lie, and my conscience bears witness with me in the Holy Spirit 2","Moi Khrista te hosa kotha koi ase. Moi misa nokoi; Pobitro Atma logote moi laga bhitor atma pora moi ke sakhi di ase, 2",,,,
that for me there is great sorrow and unceasing pain in my heart. 3,narukhi kena moi laga mon te hodai dukh aru kosto bukhi ase. 3,,,,
"For I could wish that I myself would be cursed and set apart from Christ for the sake of my brothers, my kinsmen according to the flesh. 4","Kilemane mangso phale, moi nijor laga bhai khan nimite moi ke shrap hoikena, Khrista pora alag kori dile bi itu to moi laga itcha ase. 4",,,,
"They are Israelites. They have adoption, the glory, the covenants, the gift of the law, the ministry in the temple, and the promises. 5","Taikhan Israel manukhan ase. Taikhan pali-luwa bacha ase, aru mohima, kosom pora diya kanun, aru kanun laga uphar, aru Isor ke aradhana kora, aru kosom diya vachan sob taikhan logote he ase. 5",,,,
Theirs are the patriarchs from whom Christ has come with respect to the flesh—he who is God over all. May he be praised forever. Amen. 6,"Taikhan laga baba laga khandan pora he Khrista ahise, mangso hisab te- Jun sob uporte Isor ase. Hodai karone Tai ke aradhana hobo dibi. Amen. 6",,,,
But it is not as though the word of God has failed. For it is not everyone in Israel who truly belongs to Israel. 7,Kintu Isor laga kosom khan to hari ja nohoi. Kilemane Israel pora aha khan sob to Israel jati pora aha nohoi. 7,,,,
"Neither are all Abraham's descendants truly his children. But, ""It is through Isaac that your descendants will be called."" 8",Aru sob to Abraham laga asol bacha khan nohoi. Kintu “Isaac dwara tumi laga khandan laga naam hobo.” 8,,,,
"That is, the children of the flesh are not the children of God. But the children of the promise are regarded as descendants. 9","Itu motlob to, gaw mangso pora aha khan Isor laga bacha nohoi. Hoilebi jun bacha Isor laga kosom pora jonom hoise taikhan he Isor laga bachakhan ase. 9",,,,
"For this is the word of promise: ""At this time I will come, and a son will be given to Sarah."" 10","Kilemane kosom te eneka koikena ase: “Aha saal eneka somoite, moi ghurai kena ahibo, aru ekjon bacha Sarah ke dibo.” 10",,,,
"Not only this, but after Rebekah also had conceived by one man, our father Isaac— 11","Khali itu he nohoi, kintu kitia amikhan laga baba Isaac dwara Rebekah bi pet te bacha bukhi se- 11",,,,
"for the children were not yet born and had not yet done anything good or bad, so that the purpose of God according to choice might stand, 12","tai khan jonom nohoi kena thakise aru biya bhal eku nakora age te, itu pora he Isor pora basi luwa hisab te aru Tai laga itcha he hobo karone, 12",,,,
"not because of actions, but because of him who calls—it was said to her, ""The older will serve the younger."" 13","kaam hisab te nohoi, kintu Tai kun pora mati ase - aru taike eneka koise, “Dangor pora chutu ke sewa koribo.” 13",,,,
"It is just as had been written: ""Jacob I loved, but Esau I hated."" 14","Likha thaka nisena: “Jacob ke moi morom korise, kintu Esau ke moi ghin korise.” 14",,,,
What then will we say? Is there unrighteousness with God? May it never be. 15,Tinehoile amikhan pora ki kobo? Isor logote adharmik ase naki? Kitia bi eneka nohoi. 15,,,,
"For he says to Moses, ""I will have mercy on whom I will have mercy, and I will have compassion on whom I will have compassion."" 16","Kilemane Tai pora Moses ke koise, “Moi daya kora khan uporte daya koribo aru morom kora khan ke morom koribo.” 16",,,,
"So then, it is not because of him who wills, nor because of him who runs, but because of God, who shows mercy. 17","Itu karone, manu khan laga itcha pora nohoi, aru kosis kora pora nohoi, kintu Isor kun logote daya ase Tai laga itcha pora he ase. 17",,,,
